620305	434894	3875595
620305	434894	659753
620305	434894	3099341
620305	434894	386645
620305	434894	2366262
620305	434894	4414804
620305	434894	5453724
620305	434894	6839870
620305	434894	5105084
620305	434894	4118502
620305	434894	210742
620305	434894	7512593
620305	434894	4652825
620305	434894	42511
620305	434894	3981684
620305	434894	6031784
620305	434894	3872100
620305	434894	1764622
620305	434894	2723258
620305	434894	4864737
620305	434894	3233945
620305	434894	3847797
620305	434894	3474609
620305	434894	2526086
620305	434894	1112491
620305	434894	4259600
620305	434894	2249619
620305	434894	2749534
620305	434894	3959087
620305	434894	3606727
620305	434894	3484521
620305	434894	5311561
620305	434894	434891
620305	434894	39795
620305	434894	4259593
620305	434894	8427031
620305	434894	6874072
620305	434894	1970477
620305	434894	1585549
620305	434894	6132000
620305	434894	6229706
620305	434894	2275727
620305	434894	5720841
620305	434894	8630987
620305	434894	2455177
620305	434894	6651780
620305	434894	4277444
620305	434894	7248685
620305	434894	6651781
620305	434894	2681221
620305	434894	3875592
620305	434894	3189122
620305	434894	3410367
620305	434894	5737215
620305	434894	2929871
620305	434894	8065735
620305	434894	5302420
620305	434894	434895
620305	434894	5384447
620305	434894	8409721
620305	434894	2106446
620305	434894	4204622
620305	434894	2275728
620305	434894	8760510
620305	434894	3099346
620305	434894	3331059
620305	434894	7826498
620305	434894	3875594
620305	434894	6758969
620305	434894	4556804
620305	434894	386643
620305	434894	2249623
620305	434894	1011406
620305	434894	2723473
620305	434894	107316
620305	434894	4327097
620305	434894	6976860
620305	434894	8587402
620305	434894	5254455
620305	434894	3875589
620305	434894	386639
620305	434894	3833424
620305	434894	1011411
620305	434894	2366264
620305	434894	4267351
620305	434894	3796612
620305	434894	5085668
620305	434894	2106444
620305	434894	8587407
620305	434894	5963313
620305	434894	4352625
620305	434894	3627866
620305	434894	6959397
620305	434894	3099339
620305	434894	292049
620305	434894	6058224
620305	434894	3606725
620305	434894	4300448
620305	434894	5311558
620305	434894	4704762
620305	434894	2698005
620305	434894	3872239
620305	434894	3860815
620305	434894	2468173
620305	434894	4708610
620305	434894	4207684
620305	434894	1902192
620305	434894	7598863
620305	434894	8116371
620305	434894	2341508
620305	434894	4635456
620305	434894	4263453
620305	434894	5341521
620305	434894	2365180
620305	434894	2366263
620305	434894	2235305
620305	434894	2254246
620305	434894	2154249
620305	434894	4267349
620305	434894	2591334
620305	434894	5915749
620305	434894	6681446
620305	434894	3268598
620305	434894	386641
620305	434894	896551
